1.384458528528547672e-01,-1.660458019611293912e-01,1.007753645725519176e+00,-1.304712970341689982e+00,3.037413235361642538e+00,1.527647033761456719e+00,-1.736850003303607171e+00,-1.623858940946665275e+00,-1.118157049403808445e+00,-7.441205997568558494e-01,1.000000000000000000e+00
-3.667778342454269813e-01,-5.607235129670773421e-01,-1.229568943734016262e-01,1.182942849622580006e+00,-1.159585386479717040e-01,1.623010292519277531e+00,-2.852839491958517049e-01,-1.597018707185801745e+00,6.568425483847181168e-01,-1.926987848027968964e-01,0.000000000000000000e+00
-7.968138813233779927e-02,6.930320787047781206e-01,-1.645341121546623819e+00,3.855908672275641935e-01,-2.582350738650007749e+00,-1.103938475034611733e+00,2.391620258516949260e+00,1.137523977155841859e+00,2.242247766348118176e+00,-4.389744984251400250e-01,1.000000000000000000e+00
2.672099786692662682e-01,-1.357300018991475898e+00,2.802355606197198590e+00,1.160707006395771401e-01,1.099014643647465039e+00,2.228077356205950377e+00,-3.480298723608730604e+00,4.822952769733777068e-01,-2.594426213373657308e-01,-2.230464260344712901e+00,0.000000000000000000e+00
4.239153596753896025e+00,4.585218205604704167e+00,2.431752377494072803e+00,4.928960836848006011e+00,-7.833188508866962829e-01,5.461958126278212866e+00,3.336956652987268512e+00,3.215683299535594397e-01,6.825847068189823119e+00,6.564501396109287956e-01,0.000000000000000000e+00
1.498784725746982627e+00,2.702448793309794262e+00,-7.927229047986996679e-01,-1.515170165501233956e-01,-1.798673174521440599e+00,-2.630650044896007511e+00,3.500544695322552524e+00,3.101479767611036387e+00,1.503723536911443892e+00,1.471447221117895943e+00,1.000000000000000000e+00
-1.233314624262298542e+00,-1.242434314662776540e+00,-1.873822332845825889e+00,2.609517321560694381e+00,-5.993319853383439977e+00,-2.189055888769945835e+00,1.857810842483179403e+00,2.307357826914206989e+00,1.845026906994621685e+00,2.594636340208928971e-01,1.000000000000000000e+00
1.450487409450223142e+00,1.867333484998690452e+00,5.663504347840895292e-01,1.051222368184153488e+00,7.019734815717961762e-01,1.336500117711681090e+00,1.327338193370624086e+00,-3.705031250290510281e-01,1.333701552777636357e+00,1.068027866976564599e+00,1.000000000000000000e+00
1.811322407870868678e-01,-3.368367500455220487e-01,1.658913191158559508e+00,-1.989544416779323033e+00,4.033110070846129602e+00,-1.280221396167703363e-01,-2.572763718851331483e+00,-8.931458652375700025e-01,-3.864680019662106059e+00,1.022338823519282291e+00,1.000000000000000000e+00
-2.690365961648388815e+00,-2.749974715008436377e+00,-2.066605003351359660e+00,-1.120913272152170181e+00,-4.405492845869100615e-01,-1.754068876047093717e+00,-1.160740035107826973e+00,-1.677936387876683533e+00,-2.599759640626177148e+00,-9.009912024783361950e-02,1.000000000000000000e+00
